"","player","week","fantpt"
"1579","Michael Floyd","6",10.7
"1580","Brandon Tate","6",10.7
"1581","Le'Veon Bell","6",10.5
"1582","Scott Chandler","6",10.5
"1583","Fred Jackson","6",10.3
"1584","Brian Tyms","6",10.3
"1585","Russell Wilson","6",10.2
"1586","Julian Edelman","6",10.1
"1587","Trent Richardson","6",10.1
"1588","Darren Sproles","6",9.9
"1589","Jeremy Hill","6",9.5
"1590","Rob Gronkowski","6",9.4
"1591","Charlie Whitehurst","6",9.4
"1592","Benny Cunningham","6",9.3
"1593","Andre Ellington","6",9.3
"1594","Bernard Pierce","6",9.2
"1595","Jordan Reed","6",9.2
"1596","Pierre Garcon","6",9.1
"1597","Michael Campanaro","6",8.8
"1598","Antonio Gates","6",8.7
"1599","James Casey","6",8.6
"1600","Darren McFadden","6",8.6
"1601","Lance Moore","6",8.6
"1602","Jason Witten","6",8.4
"1603","Cecil Shorts","6",8.3
"1604","Lance Kendricks","6",8.2
"1605","Jerick McKinnon","6",8.2
"1606","Kamar Aiken","6",8
"1607","Davante Adams","6",7.7
"1608","Justin Hunter","6",7.7
"1609","Storm Johnson","6",7.7
"1610","Jared Cook","6",7.4
"1611","Martellus Bennett","6",7.2
"1612","Coby Fleener","6",7.1
"1613","Andrew Quarless","6",7.1
"1614","Terrance Williams","6",7
"1615","Julio Jones","6",6.9
"1616","Jermaine Gresham","6",6.8
"1617","Allen Robinson","6",6.8
"1618","Bishop Sankey","6",6.8
"1619","Roy Helu","6",6.6
"1620","Vincent Jackson","6",6.6
"1621","Dez Bryant","6",6.3
"1622","Eli Manning","6",6.3
"1623","Josh Morgan","6",6.3
"1624","Gavin Escobar","6",6.2
"1625","Damaris Johnson","6",6.2
"1626","Jermaine Kearse","6",6.2
"1627","Marshawn Lynch","6",6.2
"1628","Jackie Battle","6",6.1
"1629","Tim Wright","6",6.1
"1630","Ladarius Green","6",6
"1631","Riley Cooper","6",5.9
"1632","Andre Williams","6",5.9
"1633","Jerricho Cotchery","6",5.8
"1634","Dexter McCluster","6",5.8
"1635","Rueben Randle","6",5.8
"1636","Austin Seferian-Jenkins","6",5.8
"1637","Delanie Walker","6",5.7
"1638","Alfred Morris","6",5.5
"1639","Steve Johnson","6",5.3
"1640","Peyton Hillis","6",5.2
"1641","Tre Mason","6",5.2
"1642","Joseph Randle","6",5.2
"1643","Tavon Austin","6",5.1
"1644","Jordan Matthews","6",5
"1645","Dwayne Allen","6",4.9
"1646","Doug Martin","6",4.8
"1647","Jason Avant","6",4.7
"1648","Lorenzo Taliaferro","6",4.7
"1649","Brent Celek","6",4.5
"1650","Lance Dunbar","6",4.4
"1651","Golden Tate","6",4.4
"1652","John Brown","6",4.3
"1653","Bobby Rainey","6",4.2
"1654","James Starks","6",4.2
"1655","Maurice Jones-Drew","6",4
"1656","Eddie Lacy","6",4
"1657","Dane Sanzenbacher","6",4
"1658","Roddy White","6",4
"1659","Kenny Britt","6",3.9
"1660","Frank Gore","6",3.8
"1661","Emmanuel Sanders","6",3.8
"1662","Juwan Thompson","6",3.8
"1663","Jarius Wright","6",3.8
"1664","Chase Ford","6",3.7
"1665","Denard Robinson","6",3.6
"1666","Charles Clay","6",3.5
"1667","Andre Roberts","6",3.5
"1668","Reggie Wayne","6",3.5
"1669","Travis Benjamin","6",3.4
"1670","Owen Daniels","6",3.4
"1671","Zac Stacy","6",3.4
"1672","Levine Toilolo","6",3.4
"1673","Greg Jennings","6",3.3
"1674","Markus Wheaton","6",3.3
"1675","Doug Baldwin","6",3.2
"1676","Jim Dray","6",3.1
"1677","Devonta Freeman","6",3.1
"1678","Robert Herron","6",3.1
"1679","Vernon Davis","6",3
"1680","Miles Austin","6",2.9
"1681","Kyle Juszczyk","6",2.9
"1682","Brandon Myers","6",2.9
"1683","Stevan Ridley","6",2.9
"1684","Adrien Robinson","6",2.9
"1685","Odell Beckham Jr.","6",2.8
"1686","Keenan Allen","6",2.7
"1687","LeGarrette Blount","6",2.7
"1688","Greg Salas","6",2.7
"1689","Sammy Watkins","6",2.7
"1690","Teddy Bridgewater","6",2.6
"1691","Ronnie Brown","6",2.6
"1692","Marqise Lee","6",2.6
"1693","Steven Jackson","6",2.5
"1694","Dri Archer","6",2.4
"1695","Taylor Gabriel","6",2.4
"1696","Ryan Nassib","6",2.4
"1697","James Wright","6",2.4
"1698","Anthony Dixon","6",2.3
"1699","Eric Ebron","6",2.3
"1700","Devin Hester","6",2.3
"1701","Nate Washington","6",2.3
"1702","Alfred Blue","6",2.2
"1703","Charles Johnson","6",2.2
"1704","Chris Ivory","6",2.1
"1705","Daniel Fells","6",2
"1706","Will Ta'ufo'ou","6",2
"1707","Ka'Deem Carey","6",1.9
"1708","Heath Miller","6",1.9
"1709","Darrin Reaves","6",1.9
"1710","Allen Hurns","6",1.8
"1711","Knowshon Moreno","6",1.8
"1712","Hakeem Nicks","6",1.8
"1713","Cordarrelle Patterson","6",1.7
"1714","Victor Cruz","6",1.6
"1715","Crockett Gillmore","6",1.6
"1716","Jeremy Maclin","6",1.6
"1717","Brandon Williams","6",1.6
"1718","George Winn","6",1.6
"1719","Michael Hoomanawanui","6",1.5
"1720","Rob Housler","6",1.5
"1721","Carlos Hyde","6",1.5
"1722","John Kuhn","6",1.5
"1723","Bruce Miller","6",1.5
"1724","Austin Pettis","6",1.5
"1725","John Carlson","6",1.4
"1726","Eric Weems","6",1.4
"1727","Damian Williams","6",1.4
"1728","Matt Asiata","6",1.3
"1729","Brenton Bersin","6",1.3
"1730","Marcel Reece","6",1.3
"1731","Corey Fuller","6",1.2
"1732","DeAndre Hopkins","6",1.2
"1733","Leon Washington","6",1.2
"1734","Cole Beasley","6",1.1
"1735","T.J. Graham","6",1.1
"1736","Chris Johnson","6",1.1
"1737","Luke Willson","6",1.1
"1738","Brandon Bolden","6",1
"1739","Trey Burton","6",1
"1740","Jeff Cumberland","6",1
"1741","Brian Quick","6",1
"1742","Stepfan Taylor","6",1
"1743","Robert Turbin","6",1
"1744","Justin Brown","6",0.9
"1745","Aaron Dobson","6",0.9
"1746","Jack Doyle","6",0.9
"1747","Denarius Moore","6",0.9
"1748","Jacquizz Rodgers","6",0.9
"1749","Philly Brown","6",0.8
"1750","Ricardo Lockette","6",0.8
"1751","Jeremy Ross","6",0.8
"1752","Wes Welker","6",0.8
"1753","C.J. Fiedorowicz","6",0.7
"1754","Cooper Helfet","6",0.7
"1755","Robert Hughes","6",0.7
"1756","Niles Paul","6",0.7
"1757","Shane Vereen","6",0.7
"1758","Larry Donnell","6",0.6
"1759","Preston Parker","6",0.6
"1760","Kendall Wright","6",0.6
"1761","Jamize Olawale","6",0.5
"1762","Dion Sims","6",0.5
"1763","Rhett Ellison","6",0.4
"1764","Jeremy Kerley","6",0.4
"1765","Bilal Powell","6",0.4
"1766","Jed Collins","6",0.3
"1767","Bryan Walters","6",0.3
"1768","James Develin","6",0.2
"1769","Tyler Clutts","6",0.1
"1770","Vance McDonald","6",0.1
"1771","Jordan Todman","6",0.1
"1772","Travis Carrie","6",NA
"1773","Rich Ohrnberger","6",NA
"1774","Brad Wing","6",NA
"1775","C.J. Spiller","6",-0.1
"1776","Gino Gradkowski","6",-2
"1777","Dwayne Harris","6",-2
"1778","Walt Powell","6",-2
"1779","Isa Abdul-Quddus","6",NA
"1780","Oday Aboushi","6",NA
"1781","Emmanuel Acho","6",NA
"1782","Sam Acho","6",NA
"1783","Mike Adams","6",NA
"1784","Mike Adams","6",NA
"1785","Phillip Adams","6",NA
"1786","Jahleel Addae","6",NA
"1787","Mario Addison","6",NA
"1788","Ray Agnew","6",NA
"1789","Danny Aiken","6",NA
"1790","Walt Aikens","6",NA
"1791","Seyi Ajirotutu","6",NA
"1792","Branden Albert","6",NA
"1793","Lorenzo Alexander","6",NA
"1794","Maurice Alexander","6",NA
"1795","Robert Alford","6",NA
"1796","Antonio Allen","6",NA
"1797","Beau Allen","6",NA
"1798","Cortez Allen","6",NA
"1799","Jared Allen","6",NA
"1800","Nate Allen","6",NA
"1801","Russell Wilson","7",39.1
"1802","Demaryius Thomas","7",29.1
"1803","Peyton Manning","7",28.6
"1804","Aaron Rodgers","7",24.3
"1805","Sammy Watkins","7",24.2
"1806","Ryan Tannehill","7",23.9
"1807","Shane Vereen","7",23.4
"1808","Eli Manning","7",23
"1809","Matt Forte","7",22.9
"1810","Tom Brady","7",22.4
"1811","Ronnie Hillman","7",22.3
"1812","Tony Romo","7",21.7
"1813","Golden Tate","7",21.4
"1814","Drew Brees","7",21
"1815","Le'Veon Bell","7",20.5
"1816","Andrew Luck","7",20.3
"1817","DeMarco Murray","7",19.2
"1818","Ahmad Bradshaw","7",18.8
"1819","Denard Robinson","7",18.7
"1820","Geno Smith","7",18.7
"1821","Gavin Escobar","7",18.5
"1822","Chris Ivory","7",18.5
"1823","Doug Baldwin","7",18.3
"1824","Randall Cobb","7",18.3
"1825","Ryan Fitzpatrick","7",18.1
"1826","Stepfan Taylor","7",17.9
"1827","Ben Roethlisberger","7",16.9
"1828","Odell Beckham Jr.","7",16.7
"1829","Jamaal Charles","7",16.7
"1830","Kenny Stills","7",16.3
"1831","Carson Palmer","7",16.1
"1832","Matthew Stafford","7",16.1
"1833","Andre Ellington","7",16
"1834","Roddy White","7",16
"1835","Alex Smith","7",15.7
"1836","Arian Foster","7",15.5
"1837","Kyle Orton","7",15.2
"1838","Dez Bryant","7",15.1
"1839","Joe Flacco","7",14.7
"1840","Pierre Garcon","7",14.7
"1841","Tre Mason","7",14.5
"1842","Colin Kaepernick","7",14.3
"1843","Lamar Miller","7",14.3
"1844","Cam Newton","7",14.3
"1845","Philip Rivers","7",14.2
"1846","Torrey Smith","7",14.1
"1847","Austin Davis","7",14
"1848","Jordy Nelson","7",14
"1849","Steve Johnson","7",13.9
"1850","Charlie Whitehurst","7",13.4
"1851","Eddie Lacy","7",13.3
"1852","Antonio Brown","7",13.1
"1853","Kendall Wright","7",12.8
"1854","Joique Bell","7",12.7
"1855","Kelvin Benjamin","7",12.1
"1856","Antonio Gates","7",12.1
"1857","Cooper Helfet","7",12.1
"1858","Andrew Hawkins","7",12
"1859","Allen Robinson","7",12
"1860","Charles Clay","7",11.8
"1861","Owen Daniels","7",11.8
"1862","Trent Richardson","7",11.8
"1863","Matt Ryan","7",11.8
"1864","Darren McFadden","7",11.5
"1865","Dwayne Allen","7",11.2
"1866","Marques Colston","7",11.1
"1867","Jeff Cumberland","7",11
"1868","Mike Wallace","7",11
"1869","Wes Welker","7",11
"1870","Benny Cunningham","7",10.9
"1871","Michael Floyd","7",10.7
"1872","T.Y. Hilton","7",10.7
"1873","Derek Hagan","7",10.5
"1874","Greg Olsen","7",10.5
"1875","Bruce Ellington","7",10.4
"1876","Corey Fuller","7",10.4
"1877","James Starks","7",10.3
"1878","Jerick McKinnon","7",10.1
"1879","Emmanuel Sanders","7",10.1
"1880","Martavis Bryant","7",10
"1881","Justin Forsett","7",9.5
"1882","Colt McCoy","7",9.4
"1883","DeAndre Hopkins","7",8.8
"1884","Daniel Fells","7",8.7
"1885","Alfred Blue","7",8.5
"1886","Dwayne Bowe","7",8.4
"1887","Davante Adams","7",8.1
"1888","Brenton Bersin","7",8.1
"1889","Blake Bortles","7",8.1
"1890","Bernard Pierce","7",8.1
"1891","Chris Johnson","7",8
"1892","Danny Amendola","7",7.9
"1893","Jay Cutler","7",7.9
"1894","Austin Johnson","7",7.8
"1895","Branden Oliver","7",7.8
"1896","Terrance Williams","7",7.8
"1897","Greg Jennings","7",7.7
"1898","Andre Johnson","7",7.7
"1899","Lance Kendricks","7",7.7
"1900","Storm Johnson","7",7.6
"1901","Rueben Randle","7",7.4
"1902","Lance Moore","7",7.2
"1903","Cordarrelle Patterson","7",7.2
"1904","Anthony Sherman","7",7.2
"1905","Derek Carr","7",7.1
"1906","Marshawn Lynch","7",7.1
"1907","Teddy Bridgewater","7",7
"1908","Jermaine Kearse","7",7
"1909","Rob Gronkowski","7",6.8
"1910","Steve Smith","7",6.7
"1911","Anthony Dixon","7",6.6
"1912","Eric Decker","7",6.5
"1913","Coby Fleener","7",6.4
"1914","Brandon Lloyd","7",6.3
"1915","Jonathan Stewart","7",6.2
"1916","John Phillips","7",6.1
"1917","Blaine Gabbert","7",6
"1918","Jarius Wright","7",6
"1919","Keenan Allen","7",5.8
"1920","Martellus Bennett","7",5.8
"1921","Niles Paul","7",5.8
"1922","Derek Anderson","7",5.7
"1923","Julio Jones","7",5.6
"1924","Bishop Sankey","7",5.6
"1925","C.J. Spiller","7",5.6
"1926","Brice Butler","7",5.5
"1927","Brandon LaFell","7",5.5
"1928","Alfred Morris","7",5.4
"1929","Jordan Reed","7",5.4
"1930","Mohamed Sanu","7",5.4
"1931","Miles Austin","7",5.3
"1932","Julian Edelman","7",5.2
"1933","Travaris Cadet","7",5.1
"1934","Andre Williams","7",5.1
"1935","Anquan Boldin","7",5
"1936","Andy Dalton","7",5
"1937","Larry Donnell","7",5
"1938","Malcom Floyd","7",5
"1939","Daniel Thomas","7",5
"1940","DeSean Jackson","7",4.9
"1941","Jermaine Gresham","7",4.8
"1942","Brandon Marshall","7",4.8
"1943","Jarvis Landry","7",4.6
"1944","Brian Hoyer","7",4.5
"1945","Chris Hogan","7",4.3
"1946","Jace Amaro","7",4.2
"1947","Taylor Gabriel","7",3.9
"1948","Matt Asiata","7",3.7
"1949","Devonta Freeman","7",3.7
"1950","Dan Herron","7",3.7
"1951","A.J. Jenkins","7",3.7
"1952","John Brown","7",3.6
"1953","Scott Chandler","7",3.6
"1954","Knile Davis","7",3.6
"1955","Brian Hartline","7",3.5
"1956","James Jones","7",3.5
"1957","Clay Harbor","7",3.4
"1958","Andre Holmes","7",3.4
"1959","Ben Tate","7",3.4
"1960","Peyton Hillis","7",3.3
"1961","Travis Kelce","7",3.3
"1962","Brian Quick","7",3.3
"1963","Paul Richardson","7",3.3
"1964","Dion Sims","7",3.3
"1965","Reggie Bush","7",3.2
"1966","Jeremy Ross","7",3.2
"1967","Robert Turbin","7",3.1
"1968","Chris Givens","7",3
"1969","Pierre Thomas","7",3
"1970","Juwan Thompson","7",3
"1971","Mark Ingram","7",2.9
"1972","Jeremy Kerley","7",2.9
"1973","Devin Hester","7",2.8
"1974","Fred Jackson","7",2.8
"1975","Brandon Pettigrew","7",2.8
"1976","Michael Crabtree","7",2.7
"1977","Julius Thomas","7",2.7
"1978","Jason Witten","7",2.7
"1979","De'Anthony Thomas","7",2.6
"1980","Jordan Todman","7",2.6
"1981","Tavon Austin","7",2.5
"1982","Jared Cook","7",2.5
"1983","Steven Jackson","7",2.5
"1984","Marqise Lee","7",2.5
"1985","Garrett Graham","7",2.4
"1986","Darrel Young","7",2.4
"1987","Brandin Cooks","7",2.3
"1988","Isaiah Crowell","7",2.3
"1989","Carlos Hyde","7",2.3
"1990","Brandon Williams","7",2.2
"1991","Jerricho Cotchery","7",2.1
"1992","Vernon Davis","7",2.1
"1993","Jerome Felton","7",2.1
"1994","Larry Fitzgerald","7",2.1
"1995","Joseph Randle","7",2.1
"1996","John Carlson","7",2
"1997","Jack Doyle","7",2
"1998","Frank Gore","7",2
"1999","Roy Helu","7",2
"2000","Eddie Royal","7",2
"2001","Levine Toilolo","7",2
"2002","Chris Gragg","7",1.9
"2003","Preston Parker","7",1.9
"2004","Bilal Powell","7",1.9
"2005","Kamar Aiken","7",1.8
"2006","Mychal Rivera","7",1.8
"2007","Andre Roberts","7",1.8
"2008","LeGarrette Blount","7",1.7
"2009","Michael Campanaro","7",1.7
"2010","Ted Ginn","7",1.7
"2011","Darrius Heyward-Bey","7",1.7
"2012","Chris Ogbonnaya","7",1.7
"2013","Delanie Walker","7",1.7
"2014","Jackie Battle","7",1.6
"2015","Giovani Bernard","7",1.6
"2016","Kirk Cousins","7",1.6
"2017","Lance Dunbar","7",1.6
"2018","Jeremy Hill","7",1.5
"2019","Damaris Johnson","7",1.5
"2020","Reggie Wayne","7",1.5
"2021","Crockett Gillmore","7",1.3
"2022","Greg Little","7",1.3
"2023","Heath Miller","7",1.3
"2024","Denarius Moore","7",1.3
"2025","Jonas Gray","7",1.2
"2026","Jacquizz Rodgers","7",1.2
"2027","Cecil Shorts","7",1.2
"2028","Derek Carrier","7",1.1
"2029","David Nelson","7",1.1
"2030","Damien Williams","7",1.1
"2031","Albert Wilson","7",1.1
"2032","C.J. Anderson","7",0.9
"2033","Jaron Brown","7",0.9
"2034","C.J. Fiedorowicz","7",0.9
"2035","Cory Harkey","7",0.9
"2036","Alshon Jeffery","7",0.9
"2037","Donte Moncrief","7",0.9
"2038","Andrew Quarless","7",0.9
"2039","Antone Smith","7",0.9
"2040","Nate Washington","7",0.9
"2041","Josh Hill","7",0.8
"2042","Terrance West","7",0.8
"2043","Dri Archer","7",0.7
"2044","Johnny Hekker","7",0.7
"2045","Rob Housler","7",0.7
"2046","Allen Hurns","7",0.7
"2047","Jamize Olawale","7",0.7
"2048","Brandon Tate","7",0.7
"2049","Jason Avant","7",0.6
"2050","Ronnie Brown","7",0.6
"2051","Justin Hunter","7",0.6
"2052","Maurice Jones-Drew","7",0.6
"2053","Khiry Robinson","7",0.6
"2054","Michael Vick","7",0.6
"2055","Jordan Cameron","7",0.5
"2056","Keshawn Martin","7",0.5
"2057","Christine Michael","7",0.5
"2058","Cedric Peerman","7",0.5
"2059","Brandon Bolden","7",0.4
"2060","Kenny Britt","7",0.4
"2061","Kevin Dorsey","7",0.4
"2062","Kyle Juszczyk","7",0.4
"2063","John Kuhn","7",0.4
"2064","Brian Leonhardt","7",0.4
"2065","Kevin Norwood","7",0.4
"2066","Leon Washington","7",0.4
"2067","Ray Agnew","7",0.3
"2068","Virgil Green","7",0.3
"2069","Lorenzo Taliaferro","7",0.3
"2070","Ben Watson","7",0.3
"2071","Brandon Bostick","7",0.2
"2072","Bruce Miller","7",0.2
"2073","Frank Summers","7",0.2
"2074","Eric Weems","7",0.2
"2075","Richard Rodgers","7",0.1
"2076","Isaiah Burse","7",NA
"2077","Adam Jones","7",NA
"2078","Reshad Jones","7",NA
"2079","Danieal Manning","7",NA
"2080","Dante Rosario","7",-0.5
"2081","Robert Woods","7",-1
"2082","Dexter McCluster","7",-1.5
"2083","Jacoby Jones","7",-2
"2084","Jordan Poyer","7",-2
"2085","Isa Abdul-Quddus","7",NA
"2086","Husain Abdullah","7",NA
"2087","Oday Aboushi","7",NA
"2088","Sam Acho","7",NA
"2089","Mike Adams","7",NA
"2090","Mike Adams","7",NA
"2091","Phillip Adams","7",NA
"2092","Jahleel Addae","7",NA
"2093","Mario Addison","7",NA
"2094","Danny Aiken","7",NA
"2095","Walt Aikens","7",NA
"2096","Seyi Ajirotutu","7",NA
"2097","Branden Albert","7",NA
"2098","Lorenzo Alexander","7",NA
"2099","Robert Alford","7",NA
"2100","Antonio Allen","7",NA
"2101","Ben Roethlisberger","8",44.8
"2102","Arian Foster","8",35.3
"2103","Tom Brady","8",34.2
"2104","Rob Gronkowski","8",32.9
"2105","Jeremy Maclin","8",30.7
"2106","Emmanuel Sanders","8",30.6
"2107","Andrew Luck","8",26.6
"2108","Kyle Orton","8",26.1
"2109","Antonio Brown","8",25.8
"2110","Drew Brees","8",25
"2111","Matt Forte","8",24.8
"2112","Aaron Rodgers","8",24.8
"2113","Mark Ingram","8",23.5
"2114","Peyton Manning","8",23.4
"2115","Golden Tate","8",23.1
"2116","Larry Fitzgerald","8",22
"2117","Matthew Stafford","8",21.9
"2118","Brandin Cooks","8",21.8
"2119","Nick Foles","8",21.8
"2120","Jay Cutler","8",21.7
"2121","Sammy Watkins","8",21.7
"2122","T.Y. Hilton","8",21.5
"2123","Carson Palmer","8",21.2
"2124","Jamaal Charles","8",21.1
"2125","Martavis Bryant","8",20.3
"2126","DeMarco Murray","8",20.1
"2127","Andy Dalton","8",20
"2128","Philip Rivers","8",19.8
"2129","Lorenzo Taliaferro","8",18.9
"2130","Randall Cobb","8",18.6
"2131","Brandon LaFell","8",18.4
"2132","Eddie Lacy","8",18.2
"2133","John Brown","8",17.9
"2134","Colt McCoy","8",17.6
"2135","Antonio Gates","8",17.4
"2136","Donte Moncrief","8",17.3
"2137","Heath Miller","8",17.2
"2138","Chris Ivory","8",16.3
"2139","Zach Mettenberger","8",15.9
"2140","Matt Ryan","8",15.7
"2141","Martellus Bennett","8",15.5
"2142","Mohamed Sanu","8",15.2
"2143","Brian Hoyer","8",15.1
"2144","Le'Veon Bell","8",14.8
"2145","Derek Carr","8",14.8
"2146","Andrew Hawkins","8",14.8
"2147","Ahmad Bradshaw","8",14.7
"2148","Ryan Tannehill","8",14.6
"2149","Alfred Morris","8",14.5
"2150","Juwan Thompson","8",14.4
"2151","Ryan Fitzpatrick","8",14.3
"2152","Allen Robinson","8",14.2
"2153","Teddy Bridgewater","8",13.9
"2154","Theo Riddick","8",13.9
"2155","Ronnie Hillman","8",13.8
"2156","DeSean Jackson","8",13.6
"2157","Russell Wilson","8",13.5
"2158","Keenan Allen","8",13.3
"2159","Jason Witten","8",13
"2160","Andre Holmes","8",12.9
"2161","Andre Ellington","8",12.5
"2162","Tony Romo","8",12.5
"2163","Steven Jackson","8",12
"2164","Jimmy Graham","8",11.9
"2165","Alshon Jeffery","8",11.9
"2166","Tim Wright","8",11.9
"2167","Denard Robinson","8",11.8
"2168","Blake Bortles","8",11.6
"2169","Markus Wheaton","8",11.6
"2170","Alex Smith","8",11.3
"2171","Robert Woods","8",11
"2172","Knile Davis","8",10.9
"2173","Giovani Bernard","8",10.7
"2174","Justin Forsett","8",10.5
"2175","Demaryius Thomas","8",10.5
"2176","Mike Glennon","8",10.1
"2177","Lamar Miller","8",9.9
"2178","Greg Jennings","8",9.8
"2179","LeSean McCoy","8",9.7
"2180","Delanie Walker","8",9.7
"2181","Cordarrelle Patterson","8",9.6
"2182","DeAndre Hopkins","8",9.5
"2183","Kelvin Benjamin","8",9.4
"2184","Jonathan Stewart","8",9.4
"2185","Ben Tate","8",9.4
"2186","Justin Hunter","8",9.1
"2187","Dez Bryant","8",9
"2188","Michael Vick","8",9
"2189","Riley Cooper","8",8.8
"2190","Bilal Powell","8",8.8
"2191","Jonas Gray","8",8.6
"2192","Austin Davis","8",8.5
"2193","Mychal Rivera","8",8.3
"2194","Luke Willson","8",8.3
"2195","Jerick McKinnon","8",8.2
"2196","Dwayne Allen","8",8.1
"2197","Mike Evans","8",7.8
"2198","Davante Adams","8",7.5
"2199","Scott Chandler","8",7.2
"2200","Devonta Freeman","8",7.2
"2201","Terrance Williams","8",6.9
"2202","Nate Washington","8",6.8
"2203","Brandon Weeden","8",6.8
"2204","Bobby Rainey","8",6.6
"2205","Austin Seferian-Jenkins","8",6.6
"2206","Roddy White","8",6.6
"2207","Darren McFadden","8",6.5
"2208","Lee Smith","8",6.5
"2209","Alfred Blue","8",6.4
"2210","Dwayne Bowe","8",6.4
"2211","Marshawn Lynch","8",6.4
"2212","Rishard Matthews","8",6.3
"2213","Branden Oliver","8",6.3
"2214","Josh Hill","8",6.2
"2215","James Jones","8",6.2
"2216","Frank Summers","8",6.2
"2217","Doug Baldwin","8",6.1
"2218","Joique Bell","8",6.1
"2219","Chase Ford","8",6.1
"2220","Lance Kendricks","8",6.1
"2221","Bear Pascoe","8",6.1
"2222","Taylor Gabriel","8",6
"2223","Bishop Sankey","8",6
"2224","Leon Washington","8",6
"2225","Mike Wallace","8",5.9
"2226","Malcom Floyd","8",5.8
"2227","Julio Jones","8",5.8
"2228","Richard Rodgers","8",5.8
"2229","Kenny Stills","8",5.7
"2230","Andre Johnson","8",5.5
"2231","Jeremy Hill","8",5.3
"2232","Kendall Wright","8",5.3
"2233","Kenny Britt","8",5.2
"2234","Cam Newton","8",5.2
"2235","Jace Amaro","8",5.1
"2236","Dion Sims","8",5.1
"2237","Joe Flacco","8",5
"2238","Percy Harvin","8",5
"2239","Marques Colston","8",4.9
"2240","Allen Hurns","8",4.9
"2241","Zach Ertz","8",4.8
"2242","Travaris Cadet","8",4.7
"2243","Pierre Garcon","8",4.7
"2244","Jordan Matthews","8",4.7
"2245","Travis Kelce","8",4.5
"2246","Jeremy Kerley","8",4.5
"2247","Shane Vereen","8",4.5
"2248","Anthony Dixon","8",4.4
"2249","Corey Fuller","8",4.3
"2250","Roy Helu","8",4.3
"2251","Harry Douglas","8",4.2
"2252","Greg Little","8",4.2
"2253","Robert Turbin","8",4.2
"2254","Cecil Shorts","8",4.1
"2255","Kenbrell Thompkins","8",4.1
"2256","Jordan Cameron","8",4
"2257","Michael Campanaro","8",4
"2258","Eric Decker","8",4
"2259","Dexter McCluster","8",4
"2260","Jordan Reed","8",4
"2261","Zac Stacy","8",3.7
"2262","Benny Cunningham","8",3.5
"2263","Brandon Marshall","8",3.5
"2264","Steve Smith","8",3.5
"2265","Miles Austin","8",3.4
"2266","Jermaine Gresham","8",3.4
"2267","Marcel Reece","8",3.4
"2268","Stedman Bailey","8",3.3
"2269","Ka'Deem Carey","8",3.3
"2270","Jerricho Cotchery","8",3.3
"2271","Damaris Johnson","8",3.3
"2272","Tre Mason","8",3.3
"2273","Lance Moore","8",3.3
"2274","Jeremy Ross","8",3.1
"2275","Jacquizz Rodgers","8",3
"2276","Brandon Tate","8",3
"2277","Daniel Thomas","8",3
"2278","Eddie Royal","8",2.9
"2279","Matt Asiata","8",2.7
"2280","Jim Dray","8",2.7
"2281","Clay Harbor","8",2.7
"2282","Jarvis Landry","8",2.7
"2283","Hakeem Nicks","8",2.7
"2284","Niles Paul","8",2.7
"2285","Doug Martin","8",2.6
"2286","Dante Rosario","8",2.6
"2287","Levine Toilolo","8",2.6
"2288","Jordy Nelson","8",2.5
"2289","Anthony Sherman","8",2.4
"2290","Crockett Gillmore","8",2.3
"2291","Julius Thomas","8",2.3
"2292","Griff Whalen","8",2.3
"2293","Will Johnson","8",2.2
"2294","Ricardo Lockette","8",2.2
"2295","Kyle Juszczyk","8",2.1
"2296","Terrance West","8",2.1
"2297","Chris Johnson","8",2
"2298","Paul Richardson","8",2
"2299","Tavon Austin","8",1.9
"2300","Anthony Fasano","8",1.9
"2301","Brian Hartline","8",1.9
"2302","Andrew Quarless","8",1.9
"2303","Charles Johnson","8",1.8
"2304","Lance Dunbar","8",1.7
"2305","James White","8",1.7
"2306","John Carlson","8",1.6
"2307","Greg Olsen","8",1.6
"2308","Kamar Aiken","8",1.5
"2309","Bryce Brown","8",1.5
"2310","Jermaine Kearse","8",1.5
"2311","Julian Edelman","8",1.4
"2312","Chris Hogan","8",1.4
"2313","Maurice Jones-Drew","8",1.4
"2314","Chris Polk","8",1.4
"2315","De'Anthony Thomas","8",1.4
"2316","Ed Dickson","8",1.3
"2317","Toby Gerhart","8",1.3
"2318","Robert Hughes","8",1.3
"2319","Vincent Jackson","8",1.3
"2320","Kevin Norwood","8",1.3
"2321","Jarius Wright","8",1.3
"2322","LeGarrette Blount","8",1.2
"2323","Chris Givens","8",1.2
"2324","Christine Michael","8",1.2
"2325","Darrel Young","8",1.2
"2326","Cole Beasley","8",1.1
"2327","Jared Cook","8",1.1
"2328","Cooper Helfet","8",1.1
"2329","Louis Murphy","8",1.1
"2330","Andre Roberts","8",1.1
"2331","Ronnie Brown","8",1
"2332","Brian Quick","8",1
"2333","Jordan Todman","8",1
"2334","Brice Butler","8",0.9
"2335","Jimmy Clausen","8",0.9
"2336","Isaiah Crowell","8",0.9
"2337","Ladarius Green","8",0.9
"2338","Frankie Hammond","8",0.9
"2339","Marqise Lee","8",0.9
"2340","Chris Ogbonnaya","8",0.9
"2341","Brent Celek","8",0.8
"2342","Jimmy Garoppolo","8",0.8
"2343","Jaron Brown","8",0.7
"2344","Brandon Gibson","8",0.7
"2345","Jonathan Grimes","8",0.7
"2346","James Hanna","8",0.7
