"X","year","name","pos","team","overall","pick"
NA,2015,"Michael Floyd","WR","ARI",127.2,51
NA,2015,"Jonas Gray","RB","NE",127.8,50
NA,2015,"Brandon LaFell","WR","NE",128.5,52
NA,2015,"Carson Palmer","QB","ARI",128.8,17
NA,2015,"Zach Ertz","TE","PHI",132.2,13
NA,2015,"Brandon Coleman","WR","NO",132.7,53
NA,2015,"Matt Jones","RB","WAS",132.7,51
NA,2015,"Philadelphia Defense","DEF","PHI",133.5,6
NA,2015,"Reggie Wayne","WR","NE",134.7,54
NA,2015,"Dwayne Allen","TE","IND",136.9,14
NA,2015,"Breshad Perriman","WR","BAL",137.8,55
NA,2015,"Reggie Bush","RB","SF",139.4,52
NA,2015,"Marvin Jones","WR","CIN",140.4,56
NA,2015,"Cameron Artis-Payne","RB","CAR",141.4,53
NA,2015,"Ty Montgomery","WR","GB",142.5,57
NA,2015,"Joe Flacco","QB","BAL",142.7,18
NA,2015,"Michael Crabtree","WR","OAK",143.2,58
NA,2015,"Arizona Defense","DEF","ARI",143.8,7
NA,2015,"Stephen Gostkowski","PK","NE",144.2,1
NA,2015,"Antonio Gates","TE","SD",145.1,15
NA,2015,"Colin Kaepernick","QB","SF",146.1,19
NA,2015,"Tyrod Taylor","QB","BAL",147.3,20
NA,2015,"NY Jets Defense","DEF","NYJ",147.5,8
NA,2015,"Andre Williams","RB","NYG",147.7,54
NA,2015,"Adam Vinatieri","PK","IND",148.2,2
NA,2015,"Jay Cutler","QB","CHI",149.4,21
NA,2015,"Fred Jackson","RB","BUF",150.1,55
NA,2015,"Dorial Green-Beckham","WR","TEN",150.1,59
NA,2015,"Vernon Davis","TE","SF",150.1,16
NA,2015,"Charles Sims","RB","TB",150.8,56
NA,2015,"Josh Hill","TE","NO",150.9,17
NA,2015,"Kansas City Defense","DEF","KC",151.3,9
NA,2015,"Jerick McKinnon","RB","MIN",152.6,57
NA,2015,"Cody Latimer","WR","DEN",153.1,60
NA,2015,"Denver Defense","DEF","DEN",153.2,10
NA,2015,"Denard Robinson","RB","JAC",153.3,58
NA,2015,"Tyler Lockett","WR","SEA",153.5,61
NA,2015,"Percy Harvin","WR","BUF",154.4,62
NA,2015,"Khiry Robinson","RB","NO",154.5,59
NA,2015,"Richard Rodgers","TE","GB",155.1,18
NA,2015,"Roy Helu","RB","OAK",155.4,60
NA,2015,"Marcus Mariota","QB","TEN",155.5,22
NA,2015,"Austin Seferian-Jenkins","TE","TB",155.7,19
NA,2015,"Cody Parkey","PK","PHI",157.5,3
NA,2015,"Steven Hauschka","PK","SEA",157.6,4
NA,2015,"Carolina Defense","DEF","CAR",157.6,11
NA,2015,"Jameis Winston","QB","TB",157.7,23
NA,2015,"Phillip Dorsett","WR","IND",158.2,63
NA,2015,"James Starks","RB","GB",158.2,61
NA,2015,"Allen Hurns","WR","JAC",158.4,64
NA,2015,"Rueben Randle","WR","NYG",159.1,65
NA,2015,"Jeff Janis","WR","GB",159.7,66
NA,2015,"Branden Oliver","RB","SD",159.8,62
NA,2015,"Dan Bailey","PK","DAL",160.4,5
NA,2015,"Andy Dalton","QB","CIN",160.7,24
NA,2015,"Derek Carr","QB","OAK",161.9,25
NA,2015,"Mason Crosby","PK","GB",161.9,6
NA,2015,"Justin Tucker","PK","BAL",162.3,7
NA,2015,"New England Defense","DEF","NE",163,12
NA,2015,"Green Bay Defense","DEF","GB",164.8,13
NA,2015,"Baltimore Defense","DEF","BAL",165.3,14
NA,2015,"Matt Prater","PK","DET",165.8,8
NA,2015,"Indianapolis Defense","DEF","IND",166.6,15
NA,2015,"Minnesota Defense","DEF","MIN",166.7,16
NA,2015,"Cincinnati Defense","DEF","CIN",167.3,17
NA,2015,"Matt Bryant","PK","ATL",167.3,9
NA,2015,"Sebastian Janikowski","PK","OAK",167.8,10
NA,2015,"Brandon McManus","PK","DEN",171,11
NA,2015,"Josh Scobee","PK","JAC",172.5,12
NA,2015,"Blair Walsh","PK","MIN",173,13
NA,2015,"Greg Zuerlein","PK","STL",175,14
