"","X","year","owner","player","team","pos","value","keeper","first_name","lag1","lag2","lag3","lag4","lag5"
"342",805,2014,"Harrington","Frank Gore","SF","RB",44,0,"Frank",61,29,62,81,NA
"343",1029,2015,"Regan","Frank Gore","Ind","RB",41,0,"Frank",44,61,29,62,81
"344",472,2012,"Shokunbi","Fred Davis","Wsh","TE",22,0,"Fred",NA,NA,NA,NA,NA
"345",166,2010,"Skrzyskewski","Fred Jackson","Buf","RB",10,0,"Fred",NA,NA,NA,NA,NA
"346",254,2011,"Higdon","Fred Jackson","Buf","RB",20,0,"Fred",10,NA,NA,NA,NA
"347",549,2012,"Skrzyskewski","Fred Jackson","Buf","RB",45,0,"Fred",20,10,NA,NA,NA
"348",748,2013,"Skrzyskewski","Fred Jackson","Buf","RB",2,0,"Fred",45,20,10,NA,NA
"349",780,2014,"Hartman","Fred Jackson","Buf","RB",3,0,"Fred",2,45,20,10,NA
"350",127,2010,"Thieneman","Garrett Hartley","NO","K",2,0,"Garrett",NA,NA,NA,NA,NA
"351",367,2011,"Skrzyskewski","Garrett Hartley","NO","K",1,0,"Garrett",2,NA,NA,NA,NA
"352",430,2012,"Harrington","Garrett Hartley","NO","K",1,0,"Garrett",1,2,NA,NA,NA
"353",656,2013,"Regan","Garrett Hartley","FA","K",1,0,"Garrett",1,1,2,NA,NA
"354",824,2014,"Higdon","Geno Smith","NYJ","QB",15,0,"Geno",NA,NA,NA,NA,NA
"355",989,2015,"Kane","Geno Smith","NYJ","QB",1,0,"Geno",15,NA,NA,NA,NA
"356",559,2012,"Skrzyskewski","Giants D/ST","NYG","D/ST",1,0,"Giants",NA,NA,NA,NA,NA
"357",758,2013,"Olson","Giovani Bernard","Cin","RB",17,0,"Giovani",NA,NA,NA,NA,NA
"358",836,2014,"Regan","Giovani Bernard","Cin","RB",66,0,"Giovani",17,NA,NA,NA,NA
"359",1128,2015,"Skrzyskewski","Giovani Bernard","Cin","RB",13,0,"Giovani",66,17,NA,NA,NA
"360",154,2010,"Ready","Golden Tate","Sea","WR",2,0,"Golden",NA,NA,NA,NA,NA
"361",620,2013,"Harrington","Golden Tate","Det","WR",1,0,"Golden",NA,NA,2,NA,NA
"362",951,2014,"Olson","Golden Tate","Det","WR",11,0,"Golden",1,NA,NA,2,NA
"363",1109,2015,"Ready","Golden Tate","Det","WR",29,0,"Golden",11,1,NA,NA,2
"364",147,2010,"Ready","Greg Jennings","GB","WR",28,0,"Greg",NA,NA,NA,NA,NA
"365",468,2012,"Shokunbi","Greg Jennings","GB","WR",56,0,"Greg",NA,28,NA,NA,NA
"366",682,2013,"McShane","Greg Jennings","Min","WR",11,0,"Greg",56,NA,28,NA,NA
"367",919,2014,"Ready","Greg Jennings","Min","WR",1,0,"Greg",11,56,NA,28,NA
"368",360,2011,"Skrzyskewski","Greg Little","Cle","WR",5,0,"Greg",NA,NA,NA,NA,NA
"369",463,2012,"Regan","Greg Little","Cle","WR",3,0,"Greg",5,NA,NA,NA,NA
"370",48,2010,"Harrington","Greg Olsen","Chi","TE",2,0,"Greg",NA,NA,NA,NA,NA
"371",381,2011,"Olson","Greg Olsen","Car","TE",5,0,"Greg",2,NA,NA,NA,NA
"372",743,2013,"Skrzyskewski","Greg Olsen","Car","TE",5,0,"Greg",NA,5,2,NA,NA
"373",812,2014,"Harrington","Greg Olsen","Car","TE",4,0,"Greg",5,NA,5,2,NA
"374",1063,2015,"McShane","Greg Olsen","Car","TE",18,0,"Greg",4,5,NA,5,2
"375",103,2010,"McShane","Hakeem Nicks","NYG","WR",22,0,"Hakeem",NA,NA,NA,NA,NA
"376",599,2013,"Kane","Hakeem Nicks","Ind","WR",32,0,"Hakeem",NA,NA,22,NA,NA
"377",844,2014,"Regan","Hakeem Nicks","Ind","WR",1,0,"Hakeem",32,NA,NA,22,NA
"378",137,2010,"Matovina","Heath Miller","Pit","TE",1,0,"Heath",NA,NA,NA,NA,NA
"379",923,2014,"Ready","Heath Miller","Pit","TE",1,0,"Heath",NA,NA,NA,1,NA
"380",162,2010,"Skrzyskewski","Hines Ward","Pit","WR",20,0,"Hines",NA,NA,NA,NA,NA
"381",348,2011,"Ready","Hines Ward","Pit","WR",4,0,"Hines",20,NA,NA,NA,NA
"382",427,2012,"Harrington","Isaac Redman","Pit","RB",9,0,"Isaac",NA,NA,NA,NA,NA
"383",638,2013,"Higdon","Isaac Redman","Pit","RB",3,0,"Isaac",9,NA,NA,NA,NA
"384",1016,2015,"Higdon","Isaiah Crowell","Cle","RB",5,0,"Isaiah",NA,NA,NA,NA,NA
"385",684,2013,"McShane","Isaiah Pead","StL","RB",6,0,"Isaiah",NA,NA,NA,NA,NA
"386",408,2012,"Kane","Jacob Tamme","Den","TE",7,0,"Jacob",NA,NA,NA,NA,NA
"387",335,2011,"Matovina","Jacoby Ford","Oak","WR",6,0,"Jacoby",NA,NA,NA,NA,NA
"388",733,2013,"Ready","Jacoby Jones","Bal","WR",2,0,"Jacoby",NA,NA,NA,NA,NA
"389",710,2013,"Matovina","Jacquizz Rodgers","Atl","RB",1,0,"Jacquizz",NA,NA,NA,NA,NA
"390",106,2010,"McShane","Jahvid Best","Det","RB",6,0,"Jahvid",NA,NA,NA,NA,NA
"391",558,2012,"Skrzyskewski","Jake Locker","Ten","QB",1,0,"Jake",NA,NA,NA,NA,NA
"392",655,2013,"Regan","Jake Locker","Ten","QB",2,0,"Jake",1,NA,NA,NA,NA
"393",839,2014,"Regan","Jake Locker","Ten","QB",17,0,"Jake",2,1,NA,NA,NA
"394",19,2010,"Kane","Jamaal Charles","KC","RB",28,0,"Jamaal",NA,NA,NA,NA,NA
"395",532,2012,"Ready","Jamaal Charles","KC","RB",44,0,"Jamaal",NA,28,NA,NA,NA
"396",1043,2015,"Shokunbi","Jameis Winston","TB","QB",25,0,"Jameis",NA,NA,NA,NA,NA
"397",309,2011,"Thieneman","James Jones","GB","WR",7,0,"James",NA,NA,NA,NA,NA
"398",597,2013,"Kane","James Jones","Oak","WR",18,0,"James",NA,7,NA,NA,NA
"399",302,2011,"McShane","James Starks","GB","RB",10,0,"James",NA,NA,NA,NA,NA
"400",508,2012,"Thieneman","James Starks","GB","RB",1,0,"James",10,NA,NA,NA,NA
"401",921,2014,"Ready","James Starks","GB","RB",1,0,"James",NA,1,10,NA,NA
"402",556,2012,"Skrzyskewski","Jared Cook","Ten","TE",2,0,"Jared",NA,NA,NA,NA,NA
"403",650,2013,"Regan","Jared Cook","StL","TE",5,0,"Jared",2,NA,NA,NA,NA
"404",1032,2015,"Regan","Jarvis Landry","Mia","WR",23,0,"Jarvis",NA,NA,NA,NA,NA
"405",51,2010,"Higdon","Jason Campbell","Oak","QB",6,0,"Jason",NA,NA,NA,NA,NA
"406",231,2011,"Harrington","Jason Campbell","Oak","QB",3,0,"Jason",6,NA,NA,NA,NA
"407",539,2012,"Ready","Jason Hanson","Det","K",3,0,"Jason",NA,NA,NA,NA,NA
"408",104,2010,"McShane","Jason Witten","Dal","TE",16,0,"Jason",NA,NA,NA,NA,NA
"409",201,2011,"Hartman","Jason Witten","Dal","TE",15,0,"Jason",16,NA,NA,NA,NA
"410",536,2012,"Ready","Jason Witten","Dal","TE",8,0,"Jason",15,16,NA,NA,NA
"411",726,2013,"Ready","Jason Witten","Dal","TE",21,0,"Jason",8,15,16,NA,NA
"412",835,2014,"Regan","Jason Witten","Dal","TE",27,0,"Jason",21,8,15,16,NA
"413",1035,2015,"Regan","Jason Witten","Dal","TE",16,0,"Jason",27,21,8,15,16
"414",21,2010,"Kane","Jay Cutler","Chi","QB",17,0,"Jay",NA,NA,NA,NA,NA
"415",340,2011,"Ready","Jay Cutler","Chi","QB",11,0,"Jay",17,NA,NA,NA,NA
"416",550,2012,"Skrzyskewski","Jay Cutler","Chi","QB",30,0,"Jay",11,17,NA,NA,NA
"417",725,2013,"Ready","Jay Cutler","Chi","QB",22,0,"Jay",30,11,17,NA,NA
"418",949,2014,"Olson","Jay Cutler","Chi","QB",39,0,"Jay",22,30,11,17,NA
"419",1142,2015,"Olson","Jay Cutler","Chi","QB",37,0,"Jay",39,22,30,11,17
"420",158,2010,"Ready","Jay Feely","Ari","K",1,0,"Jay",NA,NA,NA,NA,NA
"421",939,2014,"Skrzyskewski","Jeremy Hill","Cin","RB",1,0,"Jeremy",NA,NA,NA,NA,NA
"422",715,2013,"Matovina","Jeremy Kerley","NYJ","WR",1,0,"Jeremy",NA,NA,NA,NA,NA
"423",71,2010,"Regan","Jeremy Maclin","Phi","WR",8,0,"Jeremy",NA,NA,NA,NA,NA
"424",327,2011,"Matovina","Jeremy Maclin","Phi","WR",18,0,"Jeremy",8,NA,NA,NA,NA
"425",570,2012,"Olson","Jeremy Maclin","Phi","WR",30,0,"Jeremy",18,8,NA,NA,NA
"426",809,2014,"Harrington","Jeremy Maclin","Phi","WR",13,0,"Jeremy",NA,30,18,8,NA
"427",1047,2015,"Shokunbi","Jeremy Maclin","KC","WR",12,0,"Jeremy",13,NA,30,18,8
"428",153,2010,"Ready","Jermichael Finley","GB","TE",12,0,"Jermichael",NA,NA,NA,NA,NA
"429",311,2011,"Thieneman","Jermichael Finley","GB","TE",31,0,"Jermichael",12,NA,NA,NA,NA
"430",452,2012,"Regan","Jermichael Finley","GB","TE",20,0,"Jermichael",31,12,NA,NA,NA
"431",669,2013,"Shokunbi","Jermichael Finley","GB","TE",13,0,"Jermichael",20,31,12,NA,NA
"432",170,2010,"Skrzyskewski","Jerome Harrison","Phi","RB",11,0,"Jerome",NA,NA,NA,NA,NA
"433",221,2011,"Kane","Jerome Harrison","Det","RB",2,0,"Jerome",11,NA,NA,NA,NA
"434",318,2011,"Thieneman","Jerome Simpson","Cin","WR",1,0,"Jerome",NA,NA,NA,NA,NA
"435",108,2010,"McShane","Jerricho Cotchery","NYJ","WR",1,0,"Jerricho",NA,NA,NA,NA,NA
"436",55,2010,"Higdon","Jets D/ST","NYJ","D/ST",9,0,"Jets",NA,NA,NA,NA,NA
"437",333,2011,"Matovina","Jets D/ST","NYJ","D/ST",1,0,"Jets",9,NA,NA,NA,NA
"438",525,2012,"Matovina","Jets D/ST","NYJ","D/ST",2,0,"Jets",1,9,NA,NA,NA
"439",1054,2015,"Shokunbi","Jets D/ST","Jets ","D/ST",1,0,"Jets",NA,NA,2,1,9
"440",363,2011,"Skrzyskewski","Jimmy Graham","NO","TE",13,0,"Jimmy",NA,NA,NA,NA,NA
"441",389,2012,"Hartman","Jimmy Graham","NO","TE",35,0,"Jimmy",13,NA,NA,NA,NA
"442",692,2013,"Thieneman","Jimmy Graham","NO","TE",41,0,"Jimmy",35,13,NA,NA,NA
"443",931,2014,"Skrzyskewski","Jimmy Graham","NO","TE",69,0,"Jimmy",41,35,13,NA,NA
"444",966,2015,"Hartman","Jimmy Graham","Sea","TE",40,0,"Jimmy",69,41,35,13,NA
"445",398,2012,"Hartman","Joe Adams","Car","WR",1,0,"Joe",NA,NA,NA,NA,NA
"446",86,2010,"Shokunbi","Joe Flacco","Bal","QB",34,0,"Joe",NA,NA,NA,NA,NA
"447",374,2011,"Olson","Joe Flacco","Bal","QB",42,0,"Joe",34,NA,NA,NA,NA
"448",504,2012,"Thieneman","Joe Flacco","Bal","QB",31,0,"Joe",42,34,NA,NA,NA
"449",595,2013,"Kane","Joe Flacco","Bal","QB",33,0,"Joe",31,42,34,NA,NA
"450",916,2014,"Ready","Joe Flacco","Bal","QB",22,0,"Joe",33,31,42,34,NA
"451",1095,2015,"Matovina","Joe Flacco","Bal","QB",20,0,"Joe",22,33,31,42,34
"452",107,2010,"McShane","Joey Galloway","Was","WR",1,0,"Joey",NA,NA,NA,NA,NA
"453",1133,2015,"Skrzyskewski","John Brown","Ari","WR",5,0,"John",NA,NA,NA,NA,NA
"454",10,2010,"Hartman","John Carlson","Sea","TE",1,0,"John",NA,NA,NA,NA,NA
"455",23,2010,"Kane","Johnny Knox","Chi","WR",9,0,"Johnny",NA,NA,NA,NA,NA
"456",215,2011,"Kane","Johnny Knox","Chi","WR",11,0,"Johnny",9,NA,NA,NA,NA
"457",958,2014,"Olson","Johnny Manziel","Cle","QB",1,0,"Johnny",NA,NA,NA,NA,NA
"458",543,2012,"Ready","John Skelton","Ari","QB",2,0,"John",NA,NA,NA,NA,NA
"459",589,2013,"Hartman","Joique Bell","Det","RB",3,0,"Joique",NA,NA,NA,NA,NA
"460",856,2014,"Shokunbi","Joique Bell","Det","RB",15,0,"Joique",3,NA,NA,NA,NA
"461",1062,2015,"McShane","Joique Bell","Det","RB",19,0,"Joique",15,3,NA,NA,NA
"462",1102,2015,"Matovina","Jonas Gray","FA","RB",1,0,"Jonas",NA,NA,NA,NA,NA
"463",732,2013,"Ready","Jonathan Dwyer","Ari","RB",1,0,"Jonathan",NA,NA,NA,NA,NA
"464",83,2010,"Shokunbi","Jonathan Stewart","Car","RB",30,0,"Jonathan",NA,NA,NA,NA,NA
"465",297,2011,"McShane","Jonathan Stewart","Car","RB",10,0,"Jonathan",30,NA,NA,NA,NA
"466",406,2012,"Kane","Jonathan Stewart","Car","RB",20,0,"Jonathan",10,30,NA,NA,NA
"467",1013,2015,"Higdon","Jonathan Stewart","Car","RB",16,0,"Jonathan",NA,NA,20,10,30
"468",544,2012,"Ready","Jon Baldwin","KC","WR",1,0,"Jon",NA,NA,NA,NA,NA
"469",767,2013,"Olson","Jordan Cameron","Cle","TE",4,0,"Jordan",NA,NA,NA,NA,NA
"470",878,2014,"McShane","Jordan Cameron","Cle","TE",11,0,"Jordan",4,NA,NA,NA,NA
"471",1081,2015,"Thieneman","Jordan Cameron","Mia","TE",1,0,"Jordan",11,4,NA,NA,NA
"472",1140,2015,"Olson","Jordan Matthews","Phi","WR",37,0,"Jordan",NA,NA,NA,NA,NA
"473",863,2014,"Shokunbi","Jordan Reed","Wsh","TE",1,0,"Jordan",NA,NA,NA,NA,NA
"474",379,2011,"Olson","Jordy Nelson","GB","WR",5,0,"Jordy",NA,NA,NA,NA,NA
"475",647,2013,"Regan","Jordy Nelson","GB","WR",26,0,"Jordy",NA,5,NA,NA,NA
"476",1040,2015,"Regan","Jordy Nelson","GB","WR",1,0,"Jordy",NA,26,NA,5,NA
"477",84,2010,"Shokunbi","Joseph Addai","Ind","RB",25,0,"Joseph",NA,NA,NA,NA,NA
"478",256,2011,"Higdon","Joseph Addai","Ind","RB",19,0,"Joseph",25,NA,NA,NA,NA
"479",304,2011,"McShane","Josh Brown","StL","K",1,0,"Josh",NA,NA,NA,NA,NA
"480",751,2013,"Skrzyskewski","Josh Brown","NYG","K",1,0,"Josh",NA,1,NA,NA,NA
"481",569,2012,"Olson","Josh Freeman","TB","QB",19,0,"Josh",NA,NA,NA,NA,NA
"482",651,2013,"Regan","Josh Gordon","Cle","WR",5,0,"Josh",NA,NA,NA,NA,NA
"483",904,2014,"Matovina","Josh McCown","TB","QB",29,0,"Josh",NA,NA,NA,NA,NA
"484",1113,2015,"Ready","Josh McCown","Cle","QB",2,0,"Josh",29,NA,NA,NA,NA
"485",11,2010,"Hartman","Josh Morgan","SF","WR",1,0,"Josh",NA,NA,NA,NA,NA
"486",823,2014,"Higdon","Julian Edelman","NE","WR",19,0,"Julian",NA,NA,NA,NA,NA
"487",982,2015,"Kane","Julian Edelman","NE","WR",24,0,"Julian",19,NA,NA,NA,NA
"488",252,2011,"Higdon","Julio Jones","Atl","WR",16,0,"Julio",NA,NA,NA,NA,NA
"489",460,2012,"Regan","Justin Blackmon","Jac","WR",7,0,"Justin",NA,NA,NA,NA,NA
"490",703,2013,"Thieneman","Justin Blackmon","Jac","WR",1,0,"Justin",7,NA,NA,NA,NA
"491",54,2010,"Higdon","Justin Forsett","Sea","RB",8,0,"Justin",NA,NA,NA,NA,NA
"492",944,2014,"Skrzyskewski","Justin Hunter","Ten","WR",2,0,"Justin",NA,NA,NA,NA,NA
"493",591,2013,"Hartman","Justin Tucker","Bal","K",9,0,"Justin",NA,NA,NA,NA,NA
"494",859,2014,"Shokunbi","Justin Tucker","Bal","K",2,0,"Justin",9,NA,NA,NA,NA
"495",1007,2015,"Harrington","Justin Tucker","Bal","K",1,0,"Justin",2,9,NA,NA,NA
"496",59,2010,"Higdon","Kellen Winslow","TB","TE",10,0,"Kellen",NA,NA,NA,NA,NA
"497",246,2011,"Higdon","Kellen Winslow","TB","TE",4,0,"Kellen",10,NA,NA,NA,NA
"498",764,2013,"Olson","Kenbrell Thompkins","NE","WR",1,0,"Kenbrell",NA,NA,NA,NA,NA
"499",479,2012,"Shokunbi","Kendall Wright","Ten","WR",1,0,"Kendall",NA,NA,NA,NA,NA
"500",607,2013,"Kane","Kendall Wright","Ten","WR",1,0,"Kendall",1,NA,NA,NA,NA
"501",905,2014,"Matovina","Kendall Wright","Ten","WR",7,0,"Kendall",1,1,NA,NA,NA
"502",970,2015,"Hartman","Kendall Wright","Ten","WR",3,0,"Kendall",7,1,1,NA,NA
"503",63,2010,"Higdon","Kenny Britt","Ten","WR",3,0,"Kenny",NA,NA,NA,NA,NA
"504",357,2011,"Skrzyskewski","Kenny Britt","Ten","WR",25,0,"Kenny",3,NA,NA,NA,NA
"505",456,2012,"Regan","Kenny Britt","Ten","WR",16,0,"Kenny",25,3,NA,NA,NA
"506",759,2013,"Olson","Kenny Britt","StL","WR",7,0,"Kenny",16,25,3,NA,NA
"507",191,2010,"Olson","Kevin Boss","NYG","TE",1,0,"Kevin",NA,NA,NA,NA,NA
"508",105,2010,"McShane","Kevin Kolb","Phi","QB",18,0,"Kevin",NA,NA,NA,NA,NA
"509",197,2011,"Hartman","Kevin Kolb","Ari","QB",18,0,"Kevin",18,NA,NA,NA,NA
"510",424,2012,"Harrington","Kevin Kolb","Ari","QB",3,0,"Kevin",18,18,NA,NA,NA
"511",442,2012,"Higdon","Kevin Smith","Det","RB",12,0,"Kevin",NA,NA,NA,NA,NA
"512",890,2014,"Thieneman","Khiry Robinson","NO","RB",1,0,"Khiry",NA,NA,NA,NA,NA
"513",777,2014,"Hartman","Kirk Cousins","Wsh","QB",3,0,"Kirk",NA,NA,NA,NA,NA
"514",1067,2015,"McShane","Kirk Cousins","Wsh","QB",6,0,"Kirk",3,NA,NA,NA,NA
"515",796,2014,"Kane","Knile Davis","KC","RB",1,0,"Knile",NA,NA,NA,NA,NA
"516",1086,2015,"Thieneman","Knile Davis","KC","RB",1,0,"Knile",1,NA,NA,NA,NA
"517",100,2010,"McShane","Knowshon Moreno","Den","RB",26,0,"Knowshon",NA,NA,NA,NA,NA
"518",330,2011,"Matovina","Knowshon Moreno","Den","RB",30,0,"Knowshon",26,NA,NA,NA,NA
"519",652,2013,"Regan","Knowshon Moreno","Mia","RB",5,0,"Knowshon",NA,30,26,NA,NA
"520",841,2014,"Regan","Knowshon Moreno","Mia","RB",3,0,"Knowshon",5,NA,30,26,NA
"521",135,2010,"Matovina","Kyle Orton","Den","QB",1,0,"Kyle",NA,NA,NA,NA,NA
"522",325,2011,"Matovina","Kyle Orton","KC","QB",10,0,"Kyle",1,NA,NA,NA,NA
"523",523,2012,"Matovina","Kyle Rudolph","Min","TE",2,0,"Kyle",NA,NA,NA,NA,NA
"524",679,2013,"McShane","Kyle Rudolph","Min","TE",16,0,"Kyle",2,NA,NA,NA,NA
"525",853,2014,"Shokunbi","Kyle Rudolph","Min","TE",13,0,"Kyle",16,2,NA,NA,NA
"526",1034,2015,"Regan","Kyle Rudolph","Min","TE",1,0,"Kyle",13,16,2,NA,NA
"527",36,2010,"Harrington","LaDainian Tomlinson","NYJ","RB",8,0,"LaDainian",NA,NA,NA,NA,NA
"528",268,2011,"Regan","LaDainian Tomlinson","NYJ","RB",2,0,"LaDainian",8,NA,NA,NA,NA
"529",583,2013,"Hartman","Lamar Miller","Mia","RB",23,0,"Lamar",NA,NA,NA,NA,NA
"530",938,2014,"Skrzyskewski","Lamar Miller","Mia","RB",2,0,"Lamar",23,NA,NA,NA,NA
"531",1028,2015,"Regan","Lamar Miller","Mia","RB",65,0,"Lamar",2,23,NA,NA,NA
"532",233,2011,"Harrington","Lance Moore","NO","WR",4,0,"Lance",NA,NA,NA,NA,NA
"533",407,2012,"Kane","Lance Moore","NO","WR",15,0,"Lance",4,NA,NA,NA,NA
"534",637,2013,"Higdon","Lance Moore","Pit","WR",7,0,"Lance",15,4,NA,NA,NA
"535",1112,2015,"Ready","Larry Donnell","NYG","TE",1,0,"Larry",NA,NA,NA,NA,NA
"536",49,2010,"Higdon","Larry Fitzgerald","Ari","WR",65,0,"Larry",NA,NA,NA,NA,NA
"537",196,2011,"Hartman","Larry Fitzgerald","Ari","WR",92,0,"Larry",65,NA,NA,NA,NA
"538",516,2012,"Matovina","Larry Fitzgerald","Ari","WR",65,0,"Larry",92,65,NA,NA,NA
"539",693,2013,"Thieneman","Larry Fitzgerald","Ari","WR",44,0,"Larry",65,92,65,NA,NA
"540",820,2014,"Higdon","Larry Fitzgerald","Ari","WR",46,0,"Larry",44,65,92,65,NA
"541",1000,2015,"Harrington","Larry Fitzgerald","Ari","WR",10,0,"Larry",46,44,65,92,65
"542",121,2010,"Thieneman","Laurence Maroney","Den","RB",7,0,"Laurence",NA,NA,NA,NA,NA
"543",414,2012,"Kane","Laurent Robinson","Jac","WR",1,0,"Laurent",NA,NA,NA,NA,NA
"544",144,2010,"Matovina","Lawrence Tynes","NYG","K",1,0,"Lawrence",NA,NA,NA,NA,NA
"545",42,2010,"Harrington","Lee Evans","Buf","WR",6,0,"Lee",NA,NA,NA,NA,NA
"546",284,2011,"Shokunbi","Lee Evans","Bal","WR",6,0,"Lee",6,NA,NA,NA,NA
"547",279,2011,"Shokunbi","LeGarrette Blount","TB","RB",35,0,"LeGarrette",NA,NA,NA,NA,NA
"548",474,2012,"Shokunbi","LeGarrette Blount","TB","RB",2,0,"LeGarrette",35,NA,NA,NA,NA
"549",910,2014,"Matovina","LeGarrette Blount","Pit","RB",1,0,"LeGarrette",NA,2,35,NA,NA
"550",1003,2015,"Harrington","LeGarrette Blount","NE","RB",11,0,"LeGarrette",1,NA,2,35,NA
"551",476,2012,"Shokunbi","Leonard Hankerson","Wsh","WR",1,0,"Leonard",NA,NA,NA,NA,NA
"552",43,2010,"Harrington","Leon Washington","Sea","RB",2,0,"Leon",NA,NA,NA,NA,NA
"553",150,2010,"Ready","LeSean McCoy","Phi","RB",28,0,"LeSean",NA,NA,NA,NA,NA
"554",649,2013,"Regan","Le'Veon Bell","Pit","RB",6,0,"Le'Veon",NA,NA,NA,NA,NA
"555",350,2011,"Ready","Lions D/ST","Det","D/ST",7,0,"Lions",NA,NA,NA,NA,NA
"556",526,2012,"Matovina","Lions D/ST","Det","D/ST",2,0,"Lions",7,NA,NA,NA,NA
"557",439,2012,"Higdon","Malcom Floyd","SD","WR",9,0,"Malcom",NA,NA,NA,NA,NA
"558",711,2013,"Matovina","Malcom Floyd","SD","WR",2,0,"Malcom",9,NA,NA,NA,NA
"559",1114,2015,"Ready","Malcom Floyd","SD","WR",1,0,"Malcom",NA,2,9,NA,NA
"560",250,2011,"Higdon","Marcedes Lewis","Jac","TE",7,0,"Marcedes",NA,NA,NA,NA,NA
"561",1144,2015,"Olson","Marcus Mariota","Ten","QB",26,0,"Marcus",NA,NA,NA,NA,NA
"562",134,2010,"Matovina","Mario Manningham","NYG","WR",1,0,"Mario",NA,NA,NA,NA,NA
"563",359,2011,"Skrzyskewski","Mario Manningham","NYG","WR",40,0,"Mario",1,NA,NA,NA,NA
"564",573,2012,"Olson","Mario Manningham","SF","WR",2,0,"Mario",40,1,NA,NA,NA
"565",183,2010,"Olson","Marion Barber","Dal","RB",11,0,"Marion",NA,NA,NA,NA,NA
"566",218,2011,"Kane","Mark Ingram","NO","RB",23,0,"Mark",NA,NA,NA,NA,NA
"567",462,2012,"Regan","Mark Ingram","NO","RB",8,0,"Mark",23,NA,NA,NA,NA
"568",667,2013,"Shokunbi","Mark Ingram","NO","RB",6,0,"Mark",8,23,NA,NA,NA
"569",909,2014,"Matovina","Mark Ingram","NO","RB",1,0,"Mark",6,8,23,NA,NA
"570",1077,2015,"Thieneman","Mark Ingram","NO","RB",35,0,"Mark",1,6,8,23,NA
"571",159,2010,"Ready","Mark Sanchez","NYJ","QB",2,0,"Mark",NA,NA,NA,NA,NA
"572",299,2011,"McShane","Mark Sanchez","NYJ","QB",12,0,"Mark",2,NA,NA,NA,NA
"573",954,2014,"Olson","Markus Wheaton","Pit","WR",1,0,"Markus",NA,NA,NA,NA,NA
"574",924,2014,"Ready","Marqise Lee","Jac","WR",1,0,"Marqise",NA,NA,NA,NA,NA
"575",164,2010,"Skrzyskewski","Marques Colston","NO","WR",30,0,"Marques",NA,NA,NA,NA,NA
"576",261,2011,"Regan","Marques Colston","NO","WR",28,0,"Marques",30,NA,NA,NA,NA
"577",534,2012,"Ready","Marques Colston","NO","WR",35,0,"Marques",28,30,NA,NA,NA
"578",676,2013,"McShane","Marques Colston","NO","WR",36,0,"Marques",35,28,30,NA,NA
"579",918,2014,"Ready","Marques Colston","NO","WR",8,0,"Marques",36,35,28,30,NA
"580",1064,2015,"McShane","Marques Colston","NO","WR",5,0,"Marques",8,36,35,28,30
"581",265,2011,"Regan","Marshawn Lynch","Sea","RB",20,0,"Marshawn",NA,NA,NA,NA,NA
"582",1131,2015,"Skrzyskewski","Martavis Bryant","Pit","WR",10,0,"Martavis",NA,NA,NA,NA,NA
"583",685,2013,"McShane","Martellus Bennett","Chi","TE",1,0,"Martellus",NA,NA,NA,NA,NA
"584",956,2014,"Olson","Martellus Bennett","Chi","TE",1,0,"Martellus",1,NA,NA,NA,NA
"585",1132,2015,"Skrzyskewski","Martellus Bennett","Chi","TE",14,0,"Martellus",1,1,NA,NA,NA
"586",1053,2015,"Shokunbi","Marvin Jones","Cin","WR",4,0,"Marvin",NA,NA,NA,NA,NA
"587",75,2010,"Regan","Mason Crosby","GB","K",1,0,"Mason",NA,NA,NA,NA,NA
"588",267,2011,"Regan","Mason Crosby","GB","K",1,0,"Mason",1,NA,NA,NA,NA
"589",457,2012,"Regan","Mason Crosby","GB","K",2,0,"Mason",1,1,NA,NA,NA
"590",781,2014,"Hartman","Mason Crosby","GB","K",1,0,"Mason",NA,2,1,1,NA
"591",974,2015,"Hartman","Mason Crosby","GB","K",1,0,"Mason",1,NA,2,1,1
"592",382,2011,"Olson","Matt Bryant","Atl","K",1,0,"Matt",NA,NA,NA,NA,NA
"593",415,2012,"Kane","Matt Bryant","Atl","K",1,0,"Matt",1,NA,NA,NA,NA
"594",729,2013,"Ready","Matt Bryant","Atl","K",1,0,"Matt",1,1,NA,NA,NA
"595",846,2014,"Regan","Matt Bryant","Atl","K",1,0,"Matt",1,1,1,NA,NA
"596",987,2015,"Kane","Matt Bryant","Atl","K",2,0,"Matt",1,1,1,1,NA
"597",138,2010,"Matovina","Matt Cassel","KC","QB",1,0,"Matt",NA,NA,NA,NA,NA
"598",553,2012,"Skrzyskewski","Matt Cassel","KC","QB",6,0,"Matt",NA,1,NA,NA,NA
"599",118,2010,"Thieneman","Matt Forte","Chi","RB",22,0,"Matt",NA,NA,NA,NA,NA
"600",292,2011,"McShane","Matt Forte","Chi","RB",41,0,"Matt",22,NA,NA,NA,NA
"601",611,2013,"Harrington","Matt Forte","Chi","RB",62,0,"Matt",NA,41,22,NA,NA
"602",947,2014,"Olson","Matt Forte","Chi","RB",84,0,"Matt",62,NA,41,22,NA
"603",1092,2015,"Matovina","Matt Forte","Chi","RB",68,0,"Matt",84,62,NA,41,22
"604",207,2011,"Hartman","Matt Hasselbeck","Ten","QB",3,0,"Matt",NA,NA,NA,NA,NA
"605",44,2010,"Harrington","Matthew Stafford","Det","QB",4,0,"Matthew",NA,NA,NA,NA,NA
