"player_team","position","ppr_points","ppr_adp","standard_points","standard_adp"
"Will Tye - NYG","TE",8.38338461538462,"188.81",5.04011538461538,"166.0367"
"DeAndre Washington - OAK","RB",7.24298461538462,"136.71",5.38086923076923,"137.9167"
"Kenneth Dixon - BAL","RB",7.15152307692308,"163.03",5.59813846153846,"158.1775"
"Kendall Wright - TEN","WR",8.24605384615385,"199.13",5.32228461538462,"157.8725"
"Nelson Agholor - PHI","WR",8.24486153846154,"185.38",5.3375,"162.2433"
"Crockett Gillmore - BAL","TE",8.17716153846154,"null",5.21033076923077,"160.425"
"Brandon LaFell - CIN","WR",8.09380769230769,"222.09",5.34251538461538,"173.7133"
"Jace Amaro - FA","TE",8.06226923076923,"null",4.95457692307692,"150.93"
"Quinton Patton - SF","WR",8.05389230769231,"null",4.74183076923077,"160.475"
"Seth Roberts - OAK","WR",7.95900769230769,"null",5.25299230769231,"160.45"
"Tim Hightower - NO","RB",6.82586153846154,"193.15",5.55573846153846,"163.23"
"Robert Griffin - CLE","QB",16.2649923076923,"172.75",15.4573,"143.992"
"Sam Bradford - MIN","QB",16.2623923076923,"192.5",15.0162384615385,"161.6575"
"Dorial Green-Beckham - PHI","WR",7.88671538461538,"157.7",5.36316153846154,"148.184"
"Eddie Royal - CHI","WR",7.72893846153846,"null",4.51431538461538,"160.455"
"Eli Rogers - PIT","WR",7.68056923076923,"190.69",4.7059,"170.6867"
"Christine Michael - SEA","RB",6.53541538461539,"118.095",5.42109230769231,"124.36"
"C.J. Prosise - SEA","RB",6.48428461538461,"165.42",4.44127692307692,"158.4325"
"Chris Conley - KC","WR",7.51851538461538,"207.41",4.63026153846154,"160.47"
"Sammie Coates - PIT","WR",7.45590769230769,"147.63",4.95997692307692,"153.11"
"Cecil Shorts - FA","WR",7.36752307692308,"null",4.50663846153846,"150.88"
"Austin Seferian-Jenkins - TB","TE",7.31590769230769,"166.29",4.84007692307692,"155.348"
"Braxton Miller - HOU","WR",7.28106923076923,"188.57",4.59446923076923,"166.9333"
"Jaelen Strong - HOU","WR",7.25352307692308,"199.5",5.00179230769231,"160.41"
"Breshad Perriman - BAL","WR",7.22173846153846,"171.6",4.54823846153846,"164.4"
"Justin Hardy - ATL","WR",7.15551538461538,"null",4.05326923076923,"160.39"
"Albert Wilson - KC","WR",7.00669230769231,"null",4.55823076923077,"160.46"
"Jesse James - PIT","TE",6.98270769230769,"193.48",4.13001538461538,"165.7967"
"Cameron Brate - TB","TE",6.89056923076923,"233.5",4.30977692307692,"177.3133"
"Ronnie Hillman - FA","RB",5.71693076923077,"211.5",4.44516923076923,"159.84"
"Reggie Bush - BUF","RB",5.63726153846154,"210.39",4.20206923076923,"170.6533"
"Danny Amendola - NE","WR",6.65266923076923,"204.1",4.14077692307692,"153.79"
"Jordan Howard - CHI","RB",5.54467692307692,"174.83",4.9413,"162.8775"
"Richard Rodgers - GB","TE",6.57507692307692,"188.1",4.05763076923077,"153.94"
"Josh Doctson - WAS","WR",6.58891538461538,"160.11",4.24687692307692,"151.852"
"Chris Johnson - ARI","RB",5.48750769230769,"168.17",4.85827692307692,"146.445"
"KaDeem Carey - CHI","RB",5.48107692307692,"null",4.37816923076923,"160.47"
"Dexter McCluster - FA","RB",5.47691538461538,"null",3.59094615384615,"150.94"
"Connor Barth - NO","K",4.42098461538462,"207.74",4.42098461538462,"149.6275"
"Lance Kendricks - LA","TE",6.43693846153846,"null",3.81674615384615,"160.475"
"Larry Donnell - NYG","TE",6.36103076923077,"null",3.71321538461538,"160.435"
"Rob Kelley - WAS","RB",5.24817692307692,"199.96",4.40534615384615,"164.83"
"Paul Perkins - NYG","RB",5.15305384615385,"177.74",4.29235384615385,"162.5025"
"Pharoh Cooper - LA","WR",6.20859230769231,"209.45",3.66712307692308,"160.45"
"Andre Ellington - ARI","RB",5.10306153846154,"216.57",3.79724615384615,"172.91"
"Ladarius Green - PIT","TE",6.17639230769231,"null",4.08058461538462,"137.0075"
"Dontrelle Inman - SD","WR",6.08301538461538,"null",3.69304615384615,"160.485"
"Victor Cruz - NYG","WR",6.08282307692308,"168.285",4.02842307692308,"142.202"
"Mike Tolbert - CAR","RB",4.94077692307692,"null",3.71772307692308,"160.36"
"Zach Zenner - DET","RB",4.90773846153846,"232.54",4.07362307692308,"160.465"
"Jarius Wright - MIN","WR",5.96704615384615,"null",3.67523076923077,"160.47"
"Charcandrick West - KC","RB",4.82994615384615,"179.06",3.88386153846154,"159.6275"
"Alfred Morris - DAL","RB",4.79988461538461,"144.355",4.33867692307692,"134.4983"
"Travis Coons - FA","K",3.71456923076923,"null",3.71456923076923,"150.77"
"Mike Gillislee - BUF","RB",4.71477692307692,"236.27",3.83650769230769,"169.3825"
"Darren McFadden - DAL","RB",4.66259230769231,"null",3.40666923076923,"150.0975"
"Alfred Blue - HOU","RB",4.63004615384615,"218.93",3.93623076923077,"167.4333"
"Robert Turbin - IND","RB",4.55339230769231,"224.48",3.28444615384615,"164.8333"
"Marqise Lee - JAC","WR",5.57319230769231,"236.39",3.4827,"160.475"
"Cameron Artis-Payne - CAR","RB",4.43625384615385,"200.67",3.54187692307692,"163.81"
"Darren Fells - ARI","TE",5.47266153846154,"null",3.58592307692308,"160.445"
"Ryan Griffin - HOU","TE",5.34412307692308,"null",3.17633076923077,"160.45"
"Leonte Carroo - MIA","WR",5.33106153846154,"185.98",3.46944615384615,"160.48"
"Quincy Enunwa - NYJ","WR",5.31692307692308,"null",3.40655384615385,"160.48"
"Brent Celek - PHI","TE",5.2898,"null",3.28106923076923,"160.38"
"Marcel Reece - OAK","RB",4.20093076923077,"null",2.60669230769231,"160.445"
"Hunter Henry - SD","TE",5.27698461538462,"187.95",3.24790769230769,"167.8533"
"Garrett Celek - SF","TE",5.24248461538462,"null",3.15698461538462,"160.47"
"Adam Humphries - TB","WR",5.24600769230769,"null",3.31212307692308,"160.48"
"Wendell Smallwood - PHI","RB",4.13039230769231,"187.22",3.17935384615385,"170.77"
"Tyler Ervin - HOU","RB",4.02802307692308,"220.37",2.92181538461538,"170.28"
"Mychal Rivera - OAK","TE",5.06060769230769,"null",2.86903846153846,"160.46"
"Tyler Higbee - LA","TE",5.00186923076923,"205.02",2.93433846153846,"160.45"
"Andrew Hawkins - CLE","WR",4.99706923076923,"null",3.09305384615385,"160.475"
"Josh Ferguson - IND","RB",3.89122307692308,"200.73",3.06507692307692,"160.485"
"Khiry Robinson - NYJ","RB",3.86486153846154,"null",3.29256923076923,"160.475"
"Luke Willson - SEA","TE",4.8587,"null",3.04091538461538,"160.17"
"Josh Hill - NO","TE",4.80328461538462,"null",2.71671538461538,"160.455"
"Kenyan Drake - MIA","RB",3.71034615384615,"203.58",2.67873076923077,"160.42"
"Maxx Williams - BAL","TE",4.76322307692308,"null",2.72194615384615,"160.44"
"Jeff Heuerman - DEN","TE",4.73092307692308,"null",2.94023846153846,"160.475"
"Matt Asiata - MIN","RB",3.60266153846154,"null",2.2874,"160.47"
"Jack Doyle - IND","TE",4.67276923076923,"null",2.6442,"160.485"
"Jermaine Gresham - ARI","TE",4.65737692307692,"null",2.89185384615385,"160.44"
"Dwayne Harris - NYG","WR",4.62031538461538,"null",3.06400769230769,"160.42"
"Charles Johnson - MIN","WR",4.61166153846154,"229.25",2.84589230769231,"160.425"
"Kyle Juszczyk - BAL","RB",3.47897692307692,"null",1.97413076923077,"160.485"
"Karlos Williams - FA","RB",3.47501538461538,"191.15",2.99253846153846,"143.1"
"Tyrell Williams - SD","WR",4.48995384615385,"217.71",2.97696923076923,"160.485"
"Quan Bray - IND","WR",4.4898,"null",3.40603846153846,"160.495"
"Malcolm Mitchell - NE","WR",4.36199230769231,"193.74",2.68265384615385,"174.8233"
"Kenjon Barner - PHI","RB",3.25799230769231,"209.97",2.70308461538462,"171.5033"
"Andre Johnson - TEN","WR",4.27131538461538,"null",2.61837692307692,"160.365"
"Randy Bullock - NYG","K",2.04343846153846,"null",2.04343846153846,"156.2767"
"Rashad Greene - JAC","WR",4.17007692307692,"null",2.48486153846154,"160.485"
"Jeremy Kerley - SF","WR",4.08808461538462,"null",2.38733846153846,"160.49"
"Bennie Fowler - DEN","WR",4.03121538461538,"null",2.38756923076923,"160.465"
"Shaun Suisham - FA","K",1.87951538461538,"null",1.87951538461538,"150.88"
"Tyler Kroft - CIN","TE",4.00783846153846,"null",2.44717692307692,"160.485"
"Josh Huff - PHI","WR",4.00785384615385,"null",2.50069230769231,"160.475"
"Austin Hooper - ATL","TE",3.89583076923077,"211.24",2.37406153846154,"160.375"
"Shayne Graham - FA","K",1.74560769230769,"null",1.74560769230769,"122.76"
"Brian Quick - LA","WR",3.87452307692308,"null",2.37334615384615,"160.49"
"Brandon Bolden - NE","RB",2.73285384615385,"null",2.12526153846154,"160.44"
"Marcedes Lewis - JAC","TE",3.78135384615385,"null",2.33814615384615,"160.475"
"DeAndrew White - FA","WR",3.76724615384615,"null",1.81167692307692,"150.99"
"J.J. Nelson - ARI","WR",3.76021538461538,"null",2.62116923076923,"160.27"
"Antonio Andrews - TEN","RB",2.616,"null",1.97313846153846,"160.44"
"Kenbrell Thompkins - FA","WR",3.70441538461538,"null",2.20483076923077,"150.99"
"DeAndre Smelter - FA","WR",3.7013,"null",2.28591538461538,"150.98"
"T.J. Jones - FA","WR",3.68513076923077,"null",2.40005384615385,"150.97"
"Fozzy Whittaker - CAR","RB",2.52342307692308,"null",1.87767692307692,"160.455"
"Lance Dunbar - DAL","RB",2.47429230769231,"null",1.61613846153846,"160.445"
"Isaiah Pead - MIA","RB",2.43844615384615,"null",1.80266923076923,"160.495"
"Dak Prescott - DAL","QB",11.8477692307692,"149.69",10.9016153846154,"133.818"
"Ed Dickson - CAR","TE",3.46921538461538,"null",2.07145384615385,"160.45"
"Fred Jackson - SEA","RB",2.38736923076923,"null",1.36322307692308,"160.485"
"Philly Brown - CAR","WR",3.47560769230769,"null",2.34246923076923,"150.85"
"Marquise Goodwin - BUF","WR",3.46058461538462,"null",2.02615384615385,"160.485"
"Darrius Heyward-Bey - PIT","WR",3.4234,"null",2.30025384615385,"160.405"
"C.J. Fiedorowicz - HOU","TE",3.40320769230769,"null",1.92157692307692,"160.48"
"Andre Holmes - OAK","WR",3.40027692307692,"null",2.26815384615385,"160.465"
"Paul Richardson - SEA","WR",3.40027692307692,"null",2.18456153846154,"160.44"
"Brice Butler - DAL","WR",3.3981,"null",2.28670769230769,"160.465"
"Niles Paul - WAS","TE",3.37595384615385,"null",1.98577692307692,"160.495"
"Jordan Todman - IND","RB",2.2873,"null",1.60322307692308,"160.495"
"Fitzgerald Toussaint - PIT","RB",2.27559230769231,"null",1.76766923076923,"160.455"
"Chris Moore - BAL","WR",3.29788461538462,"null",2.10053846153846,"160.49"
"Cody Latimer - DEN","WR",3.23334615384615,"null",1.91824615384615,"160.475"
